,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link,arktisk byggeri og infrastruktur (dip),byggeri og infrastruktur (dip),bygningsdesign (dip),eksport og teknologi (dip),elektrisk energiteknologi (dip),elektroteknologi (dip),fiskeriteknologi (dip),fødevaresikkerhed og -kvalitet (dip),it-elektronik (dip),it og økonomi (dip),kemi- og bioteknik (dip),kemiteknik og international business (dip),maskinteknik (dip),"mobilitet, transport og logistik (dip)",proces og innovation (dip),produktion (dip),softwareteknologi (dip),sundhedsteknologi (dip),byggeteknologi (bac),bygningsdesign (bac),bæredygtigt energidesign (bac),cyberteknologi (bac),data science og management (bac),design og innovation (bac),elektroteknologi (bac),fysik og nanoteknologi (bac),fødevarer og ernæring (uddannelsessamarbejde) (bac),general engineering (bac),geofysik og rumteknologi (bac),kemi og teknologi (bac),kunstig intelligens og data (bac),life science og teknologi (bac),matematik og teknologi (bac),medicin og teknologi (bac),miljøteknologi (bac),produktion og konstruktion (bac),softwareteknologi (bac),akvatisk videnskab og teknologi (kan),anvendt kemi (kan),autonome systemer (kan),avancerede materialer og sundhedsteknologi (kan),bioinformatik og systembiologi (kan),bioteknologi (kan),business analytics (kan),byggeteknologi (kan),bygningsdesign (kan),bæredygtig energi (kan),design og innovation (kan),elektroteknologi (kan),farmateknologi (kan),fødevareteknologi (kan),fotonik (kan),fysik og nanoteknologi (kan),geofysik og rumteknologi (kan),industriel økonomi og teknologiledelse (kan),informationsteknologi (kan),kemisk og biokemisk teknologi (kan),kommunikationsteknologier og systemdesign (kan),konstruktion og mekanik (kan),kvantitativ biologi og sygdomsmodellering (kan),lyd og akustisk teknologi (kan),marin ingeniørvidenskab (kan),matematisk modellering og computing (kan),materiale- og procesteknologi (kan),medicin og teknologi (kan),menneskeorienteret kunstig intelligens (kan),miljøteknologi (kan),olie- og gasteknologi (kan),teknologisk entreprenørskab (kan),transport og logistik (kan),vindenergi (kan)
700,28123,Large Scale Exercises in Process Technology and Chemical UnitOperations - 4 weeks Summer University for Internationalstudents,Stor skala øvelser i kemiske enhedsoperationer - 4 ugerssommer skole for internationale studerende,8,Bachelor,Campus Lyngby,Unknown,Steen Larsen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,28125,Chemical Unit Operations Laboratory,Øvelser i kemiske enhedsoperationer,5,Bachelor,Campus Lyngby,"28121,28020,28022,28025",Jochen Armin Helmut Dreyer,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,28140,Introduction to Chemical Reaction Engineering,Introduktion til reaktionsteknik,5,Bachelor,Campus Lyngby,"28020,28160",Anker Degn Jensen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28140,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,28150,Introduction to Process Control,Introduktion til procesregulering,5,Bachelor,Campus Lyngby,"28020,28864,28160",Krist V. Gernaey,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,28157,Process Design,Procesdesign,5,Diplomingeniør,Campus Lyngby,"28322,28342,28012,28022",Xiaodong Liang,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28157,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,28160,Mathematical models in chemical engineering,Matematiske modeller for kemiske systemer,5,Bachelor,Campus Lyngby,"01025,01034,01037,01035,28020",Anker Degn Jensen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,28212,Polymer Chemistry,Polymerkemi,5,Kandidat,Campus Lyngby,26411,Anders Egede Daugaard,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28212,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,28213,Polymer Technology,Polymerteknologi,5,Kandidat,Campus Lyngby,"26400,26222",Anne Ladegaard Skov,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28213,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,
708,28214,Polymer synthesis and characterization,Polymer syntese og karakterisering,5,Kandidat,Campus Lyngby,"28212,28213",Anders Egede Daugaard,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,28216,Organic Coatings Science and Technology,Organiske coatings: Science og teknologi,5,Kandidat,Campus Lyngby,"28315,28310,28213",Huichao Bi,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,28217,Organic Coatings Science and Technology – PracticalExercises,Organiske coatings: Science og teknologi - Eksperimentelleøvelser,2.5,Kandidat,Campus Lyngby,28216,Huichao Bi,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,28221,Chemical Engineering Thermodynamics,Teknisk Termodynamik,5,Bachelor,Campus Lyngby,26222,Nicolas von Solms,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,28233,Recovery and purification of biological products,Bioteknologiske oprensningsprocesser,5,Kandidat,Campus Lyngby,Unknown,Manuel Pinelo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28233,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,teknologisk specialisering,,,,,,,teknologisk specialisering,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
713,28242,Chemical Kinetics and Catalysis,Reaktionskinetik og katalyse,5,Kandidat,Campus Lyngby,"26222,28140,01035,28020,28160",Peter Glarborg,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28242,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,28244,Combustion and High Temperature Processes,Forbrænding og højtemperaturprocesser,5,Kandidat,Campus Lyngby,"28020,41401",Peter Glarborg,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28244,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,28271,Thermal gasification and sustainability,Termisk forgasning og bæredygtighed,5,Kandidat,Campus Lyngby,28121,Ulrik Birk Henriksen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,
716,28310,Chemical and Biochemical Product Design,Kemisk og biokemisk produktdesign,10,Kandidat,Campus Lyngby,Unknown,Søren Kiil,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28310,,,,,,,,tilvalgskurser,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,28315,Applied Colloid and Surface Chemistry,Anvendt kolloid- og grænsefladekemi,5,Kandidat,Campus Lyngby,26201,Georgios Kontogeorgis,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28315,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,28316,Laboratory Course in Colloid and Surface Chemistry,Øvelser i kolloid- og grænsefladekemi,5,Kandidat,Campus Lyngby,28315,Anders Egede Daugaard,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28316,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,28322,Chemical Engineering Thermodynamics,Teknisk termodynamik,5,Diplomingeniør,Campus Lyngby,"26271,28022",Philip Loldrup Øbro Fosbøl,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28322,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,28342,Chemical Reaction Engineering,Reaktionsteknik,5,Diplomingeniør,Campus Lyngby,"28322,28022",Ulrich Krühne,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28342,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,28344,Biotechnology and process design,Bioteknologi og procesdesign,15,Diplomingeniør,Campus Lyngby,"23932,28020,28022",Ioannis Vassilios Skiadas,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28344,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,28345,Industrial BioReaction Engineering,Bioindustriel reaktionsteknik,5,Kandidat,Campus Lyngby,"27022,27002,27932",John Michael Woodley,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28345,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,28346,Advanced fermentation technology practicum,Øvelser i avanceret fermenteringsteknologi,5,Kandidat,Campus Lyngby,"28344,27034,28345",Ioannis Vassilios Skiadas,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28346,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,28350,Process Design: Principles and Methods,Procesdesign: Principper og metoder,10,Kandidat,Campus Lyngby,"28140,28020,28420",Gürkan Sin,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28350,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,
725,28352,Chemical Process Control,Regulering og styring af kemiske processer,5,Diplomingeniør,Campus Lyngby,"01901,28012,28022,01920,28016",Jens Abildskov,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28352,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,28361,Chemical engineering model analysis,Modelanalyse for kemiingeniører,7.5,Kandidat,Campus Lyngby,"01035,28864,28160",Alexander Shapiro,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,28415,Oil and gas production,Olie- og gasproduktion,5,Kandidat,Campus Lyngby,01035,Alexander Shapiro,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28415,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,28420,Separation Processes,Separationsprocesser,7.5,Kandidat,Campus Lyngby,"28322,26222,28221,28020",Jens Abildskov,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28420,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,28423,Phase Equilibria for non-ideal mixtures,Faseligevægte i ikke-ideelle opløsninger,5,Kandidat,Campus Lyngby,28221,Georgios Kontogeorgis,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28423,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,28434,Membrane Technology,Membranteknologi,5,Kandidat,Campus Lyngby,"28020,28160",Manuel Pinelo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28434,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,28443,Industrial Reaction Engineering,Industriel reaktionsteknik,7.5,Kandidat,Campus Lyngby,"28341,28140,28240",Kim Allan Dam-Johansen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,28451,Optimising Plantwide Control,Optimerende drift af procesanlæg,7.5,Kandidat,Campus Lyngby,"28150,28864,28351",Jakob Kjøbsted Huusom,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28451,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,28455,Process adaptation in Fermentation BasedBiomanufacturing,Procesadaptering i FermenteringsbaseretBioproduktion,5,Kandidat,Campus Lyngby,28345,Krist V. Gernaey,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,28485,Biobusiness and Process Innovation,Biobusiness og procesinnovation,5,Kandidat,Campus Lyngby,,John Michael Woodley,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,28515,Enhanced oil recovery and carbon dioxide storage,Forbedret olieindvinding og kuldioxid lagring,5,Kandidat,Campus Lyngby,Unknown,Alexander Shapiro,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,28530,Transport Processes,Transportprocesser,10,Kandidat,Campus Lyngby,"01025,01034,01037,01035,28160",Peter Szabo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,28535,Rheology of complex fluids (light),Reologi af væsker med mikrostruktur,5,Kandidat,Campus Lyngby,"28864,28530",Peter Szabo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,28811,Polymers in processes and products,Polymerer i processer og produkter,5,Kandidat,Campus Lyngby,"41737,28212,41736,28213",Anne Ladegaard Skov,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,28831,Computational Fluid Dynamics in Chemical Engineering,Computational Fluid Dynamics in ChemicalEngineering,5,Kandidat,Campus Lyngby,"88701,28361,28530",Ulrich Krühne,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,28845,Chemical Reaction Engineering Laboratory,Øvelser i reaktionsteknik,5,Kandidat,Campus Lyngby,"28140,28342,28016,28160",Hao Wu,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28845,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,28850,Pharmaceutical Process Development,Pharmaceutical Process Development,5,Kandidat,Campus Lyngby,,John Michael Woodley,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,
742,28852,Risk Assessment in Chemical and Biochemical Industry,Risikovurdering i kemisk og biokemisk industri,5,Kandidat,Campus Lyngby,"28121,28020,28120",Gürkan Sin,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28852,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,28855,"Good Manufacturing Practice (GMP) and quality inpharmaceutical, biotech and food industry - Theoreticalversion","GMP og kvalitet i farmaceutisk, biotek og fødevareindustri -Teoretisk version",5,Kandidat,Campus Lyngby,"27022,27032,28020,28022",Ulrich Krühne,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28855,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,generel retningskompetence,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
744,28857,"Good Manufacturing Practice (GMP) and quality inpharmaceutical, biotech and food industry - Practicalversion","GMP og kvalitet i farmaceutisk, biotek og fødevareindustri -Praktísk version",7.5,Kandidat,Campus Lyngby,"27022,27032,28020,28022",Ulrich Krühne,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28857,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,generel retningskompetence,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
745,28864,Introduction to Matlab programming,Introduktion til Matlab programmering,1,Kandidat,Campus Lyngby,,Krist V. Gernaey,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,28870,Energy and Sustainability,Energi og bæredygtighed,5,Kandidat,Campus Lyngby,Unknown,Irini Angelidaki,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,28871,Production of Biofuels,Produktion af biobrændstoffer,10,Kandidat,Campus Lyngby,"28872,27034,28025",Hariklia N. Gavala,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28871,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,
748,28872,Biorefinery,Bioraffinaderi,5,Kandidat,Campus Lyngby,27002,Manuel Pinelo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28872,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,
749,28885,Technology and Economy in Oil and Gas Production,Teknologi og økonomi i olie- og gasproduktion,5,Kandidat,Campus Lyngby,Unknown,Nicolas von Solms,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28885,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,28905,Advanced Topics in Process Systems Engineering,Avancerede emner indenfor Process SystemsEngineering,7.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Gürkan Sin,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,28908,Rheology of complex fluids (heavy),Reologi af væsker med mikrostruktur (udvidet),7.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,"28864,28530",Peter Szabo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,28909,"Thermodynamic Models, Fundamentals and ComputationalAspects",Fundamentale og beregningsmæssige aspekter ved termodynamiskemodeller,7.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Georgios Kontogeorgis,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,28917,Statistical Thermodynamics for Chemical Engineering,Statistical Thermodynamics for ChemicalEngineering,5,"Ph.d., Faglig identitetskursus",Campus Lyngby,Unknown,Nicolas von Solms,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,28923,Uncertainty and Sensitivity Analysis of NumericalModels,Usikkerhed og sensitivitetsanalyse af numeriskemodeller,7.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Gürkan Sin,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,28927,Advanced Topics in Process Technology,Avancerede emner indenfor procesteknologi,7.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,John Michael Woodley,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,28928,Electrolyte Solution Thermodynamics,Elektrolytopløsningers termodynamik,7.5,"Ph.d., Faglig identitetskursus",Campus Lyngby,Unknown,Georgios Kontogeorgis,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,28930,Advances in Chemical and Biochemical Engineering,Advances in Chemical and Biochemical Engineering,2.5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,,Ioannis Vassilios Skiadas,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,28932,Process Engineering Laboratory,Procestekniske øvelser i pilot plant,7.5,"Ph.d., Faglig identitetskursus",Campus Lyngby,Unknown,Martin Høj,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,28933,Introduction to chemical modification of proteintherapeutics,Introduction to chemical modification of proteintherapeutics,2.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,John Michael Woodley,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,28934,Automation and control of yeast fermentation,Automation and control of yeast fermentation,2.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Krist V. Gernaey,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,28935,"Fuel Characterization, Ash and Deposit Formation, Corrosion inUtility Boilers","Brændselskarakterisering, aske, belægningsdannelse ogkorrosion i brugskedler",2.5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Flemming Jappe Frandsen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/28935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,88700,Industrial Reaction Engineering,Industriel reaktionsteknik,7.5,Kandidat,Unknown,,Kim Allan Dam-Johansen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/88700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,88701,Transport Processes,Transportprocesser,10,Kandidat,Unknown,Unknown,Peter Szabo,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/88701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,88703,Laboratory Experiments,Laboratory Experiments,5,Kandidat,Unknown,,Weigang Lin,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/88703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,88704,Progress in Research,Progress in Research,5,Kandidat,Unknown,,Kim Allan Dam-Johansen,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/88704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,88705,Process Design - Principles & Methods,Process Design - Principles & Methods,10,Kandidat,Unknown,,Jakob Kjøbsted Huusom,28 Institut for Kemiteknik,https://kurser.dtu.dk/course/88705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
