,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link,arktisk byggeri og infrastruktur (dip),byggeri og infrastruktur (dip),bygningsdesign (dip),eksport og teknologi (dip),elektrisk energiteknologi (dip),elektroteknologi (dip),fiskeriteknologi (dip),fødevaresikkerhed og -kvalitet (dip),it-elektronik (dip),it og økonomi (dip),kemi- og bioteknik (dip),kemiteknik og international business (dip),maskinteknik (dip),"mobilitet, transport og logistik (dip)",proces og innovation (dip),produktion (dip),softwareteknologi (dip),sundhedsteknologi (dip),byggeteknologi (bac),bygningsdesign (bac),bæredygtigt energidesign (bac),cyberteknologi (bac),data science og management (bac),design og innovation (bac),elektroteknologi (bac),fysik og nanoteknologi (bac),fødevarer og ernæring (uddannelsessamarbejde) (bac),general engineering (bac),geofysik og rumteknologi (bac),kemi og teknologi (bac),kunstig intelligens og data (bac),life science og teknologi (bac),matematik og teknologi (bac),medicin og teknologi (bac),miljøteknologi (bac),produktion og konstruktion (bac),softwareteknologi (bac),akvatisk videnskab og teknologi (kan),anvendt kemi (kan),autonome systemer (kan),avancerede materialer og sundhedsteknologi (kan),bioinformatik og systembiologi (kan),bioteknologi (kan),business analytics (kan),byggeteknologi (kan),bygningsdesign (kan),bæredygtig energi (kan),design og innovation (kan),elektroteknologi (kan),farmateknologi (kan),fødevareteknologi (kan),fotonik (kan),fysik og nanoteknologi (kan),geofysik og rumteknologi (kan),industriel økonomi og teknologiledelse (kan),informationsteknologi (kan),kemisk og biokemisk teknologi (kan),kommunikationsteknologier og systemdesign (kan),konstruktion og mekanik (kan),kvantitativ biologi og sygdomsmodellering (kan),lyd og akustisk teknologi (kan),marin ingeniørvidenskab (kan),matematisk modellering og computing (kan),materiale- og procesteknologi (kan),medicin og teknologi (kan),menneskeorienteret kunstig intelligens (kan),miljøteknologi (kan),olie- og gasteknologi (kan),teknologisk entreprenørskab (kan),transport og logistik (kan),vindenergi (kan)
521,KU323,Beer and Packaging Technology,Beer and Packaging Technology,7.5,Kandidat,Unknown,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,25102,Oceanography,Oceanografi,5,Bachelor,Campus Lyngby,,Jane Windfeldt Behrens,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,25104,An introduction to ocean science and technology,Introduktion til havforskning og -teknologi,5,Bachelor,Campus Lyngby,,Andre William Visser,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,25105,Ecology,Økologi,5,Bachelor,Campus Lyngby,,Thomas August Kiørboe,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25105,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,25106,Introduction to genetic methods in engineering,Introduktion til genetiske metoder for ingeniører,5,Bachelor,Campus Lyngby,"27002,12701,27008",Einar Eg Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,25107,Fisheries and aquaculture,Fiskeri og akvakultur,5,Bachelor,Campus Lyngby,,Peter Vilhelm Skov,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25107,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,25108,Applied molecular techniques,Praktisk anvendelse af molekylære teknikker,5,Bachelor,Campus Lyngby,"25106,27026",Sebastian Nikitas Politis,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25108,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,25201,Introduction to safety at sea and fieldwork inGreenland,Introduktion til søsikkerhed og feltarbejde iGrønland,2.5,Diplomingeniør,Unknown,,J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25201,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,25202,Fisheries Engineer I: Describe exploitation and management offish,Fiskeriingeniør I: Beskrivelse af udnyttelse og forvaltningaf fisk,20,Diplomingeniør,Unknown,,J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25202,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,25203,Fisheries Engineer II: Comparison of exploitation andmanagement of different fish and shellfish species,Fiskeriingeniør II: Sammenligning af udnyttelse ogforvaltning af forskellige fiske- og skaldyrsarter,15,Diplomingeniør,Unknown,,J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25203,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,25204,Fisheries Engineer III: Improvement of exploitation andmanagement of selected fish and shellfish species,Fiskeriingeniør III: Forbedring af udnyttelse og forvaltningaf udvalgte fiske- og skaldyrsarter,20,Diplomingeniør,Unknown,"25205,11834,62054",J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25204,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,25205,Basic modelling and statistics in R,Elementære modeller og statistik i R,5,Diplomingeniør,Unknown,,Anders Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25205,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,25206,Preparatory chemistry and physics,Forberedende Kemi og Fysik,5,Diplomingeniør,Unknown,,Asbjørn Christensen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25206,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,25207,Introduction to Aquaculture,Introduktion til Akvakultur,2.5,Diplomingeniør,Campus Lyngby,,Peter Vilhelm Skov,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25207,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,25208,Sustainability Solutions,Løsninger for Bæredygtighed,5,Diplomingeniør,Campus Lyngby,,David Lusseau,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25208,,,obligatorisk kursus,tilvalgskurser,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,25209,Fish Capture Technology II,Fangstteknologi II,5,Diplomingeniør,Unknown,"25202,25203,25204",Rikke Petri Frandsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25209,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,25210,Aquatic ecosystem management – for fisheriesengineers,Forvaltning af akvatiske økosystemer – forfiskeri-ingeniører,5,Diplomingeniør,Campus Lyngby,,J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,25211,Applied genetics for improved fisheries management with specialfocus on recreational fisheries,Anvendt genetik for forbedret fiskeriforvaltning med særligfokus på det rekreative fiskeri,5,Diplomingeniør,Unknown,,Jakob Hemmer Hansen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,25212,Fisheries Engineer Project in Greenland I,Fiskeriingeniør-Projekt i Grønland I,2.5,Diplomingeniør,Unknown,"25205,11834,25206,62054",Stefan Neuenfeldt,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25212,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,25301,"Introduction to aquatic ecosystems, anthropogenic threats andsustainable solutions","Introduktion til akvatiske økosystemer, antropogene truslerog bæredygtige løsninger",5,Kandidat,Campus Lyngby,,Marja Koski,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25301,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,25302,Physical oceanography,Fysisk Oceanografi,5,Kandidat,Campus Lyngby,,Andre William Visser,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,
542,25303,Mathematical biology,Matematisk biologi,5,Kandidat,Campus Lyngby,"01035,01005,25314",Ken Haste Andersen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,25307,Fisheries Ecology and Assessment,Fiskeriøkologi og -assessment,10,Kandidat,Campus Lyngby,,Mikael van Deurs,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,25310,Biological oceanography,Biologisk oceanografi,5,Kandidat,Campus Lyngby,25301,Torkel Gissel Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,25311,Fisheries oceanography,Fiskerioceanografi,5,Kandidat,Campus Lyngby,"25307,25302",Brian Royce MacKenzie,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,25312,Fisheries systems – management and modelling,Fiskerisystemer – forvaltning og modellering,5,Kandidat,Campus Lyngby,"25318,25307",J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,25313,Genetic methods in fisheries and aquatic biodiversityconservation,Fiskerigenetik og conservation af akvatiskbiodiversitet,5,Kandidat,Campus Lyngby,,Einar Eg Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,25314,Computational marine ecological modelling,Numerisk marinbiologisk modellering,5,Kandidat,Campus Lyngby,"25303,25328",Ken Haste Andersen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,25315,Genetic methods in aquaculture,Genetiske metoder inden for akvakultur,5,Kandidat,Campus Lyngby,,Einar Eg Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,25316,Recirculating aquaculture systems,Recirkulationssystemer til fiskeopdræt,5,Kandidat,Campus Lyngby,,Mathis von Ahnen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,25317,Diseases and veterinary aspects related toaquaculture,Sygdomme og veterinære aspekter relaterede tilakvakultur,5,Kandidat,Campus Lyngby,,Lone Madsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,25318,Aquatic ecosystem management,Forvaltning af akvatiske økosystemer,5,Kandidat,Campus Lyngby,,J Rasmus Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,25320,"Recreational fishing; Biological impacts, management and humandimensions","Rekreativt fiskeri; Biologi, forvaltning og humandimensions",5,Kandidat,Unknown,,Christian Skov,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,25321,Fish nutrition and bioenergetics,Fiskeernæring og bioenergetik,5,Kandidat,Campus Lyngby,,Peter Vilhelm Skov,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,25322,Advanced course in recirculating aquaculture systems: Designand application,Design og anvendelse af Recirkulationssystemer tilfiskeopdræt,5,Kandidat,Unknown,25316,Per Bovbjerg Pedersen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,25323,Topics in aquatic science and technology,Emner i akvatisk videnskab og teknologi,5,Kandidat,Campus Lyngby,,Colin Andrew Stedmon,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,25324,Aquatic field work,Akvatisk feltarbejde,5,Kandidat,Campus Lyngby,,Patrizio Mariani,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,25325,Marine ecosystems and climate change,Marine økosystemer under klimaforandring,5,Kandidat,Campus Lyngby,,Marja Koski,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,25326,Fish physiology in aquaculture,Fiskefysiologi i akvakultur,5,Kandidat,Campus Lyngby,,Manuel Gesto,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,25327,Chemical oceanography,Kemisk Oceanografi,5,Kandidat,Campus Lyngby,,Colin Andrew Stedmon,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,25328,Mathematical models in ecology,Matematisk økologisk modellering,10,Kandidat,Campus Lyngby,,Asbjørn Christensen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,25331,Exercises in recirculating aquaculture systems,Øvelser i recirkulationssystemer,5,Kandidat,Campus Lyngby,25316,Mathis von Ahnen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,25332,Business Development and Innovation,Forretningsudvikling og Innovation,5,Kandidat,Campus Lyngby,,Bjarne Stage,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,25333,Aquatic Systems Engineering,Design af akvatiske systemer,5,Kandidat,Campus Lyngby,,Bjarne Stage,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,25334,Genomic methods in breeding and management of aquatic livingresources,Genomiske metoder til avl og forvaltning af vandlevenderessourcer,5,Kandidat,Campus Lyngby,"25315,25313,25106",Francesca Bertolini,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,25335,Sustainability of Fish Capture Methods,Fiskerimetodernes bæredygtighed,5,Kandidat,Campus Lyngby,,Junita Diana Karlsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,25336,Fish Capture Technology,Fangstteknologi,5,Kandidat,Unknown,25335,Ludvig Ahm Krag,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,25616,Fish capture technology,Fangstteknologi,5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Ludvig Ahm Krag,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,25617,Methods for implementation of surveillance procedures forlisted fish diseases,Methods for implementation of surveillance procedures forlisted fish diseases,3,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,,Niccolò Vendramin,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,25618,Histopathology in fish and crustacean diseases,Histopathology in fish and crustacean diseases,3,"Ph.d., Fagligt fokuseret kursus",Unknown,,Tine Moesgaard Iburg,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,25619,Funding your research career,Funding your research career,2.5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,,Kirsten Thomsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,25801,Aquatic science and living resources - researchcommunication,Akvatisk videnskab og levende ressourcer - formidling afforskning,5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Jonna Tomkiewicz,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,25803,Study Group in Population Ecology and Genetics,Studiegruppe i populations økologi og genetik,1.5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Einar Eg Nielsen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,25805,Ocean Life Meeting Series,Ocean Life Meeting Series,5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,,Ken Haste Andersen,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,25807,Study group in fisheries biology,Studiegruppe i fiskeribiologi,2.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,,Mikael van Deurs,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,25808,Journal club in aquatic animal health,Studiegruppe i fiskesygdomme,3,"Ph.d., Faglig identitetskursus",Campus Lyngby,,Argelia Cuenca Navarro,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,25809,Journal club in presentation and deciphering of recentaquaculture studies,Journal club i præsentation og dechiffrering af nyligeakvakulturstudier,2,"Ph.d., Fagligt fokuseret kursus",Unknown,,Sanni-Leea Hellevi Aalto,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,25810,Current topics in aquatic sciences,Aktuelle temaer indenfor akvatisk videnskab,4.5,"Ph.d., Faglig identitetskursus",Unknown,,Sigrun Jonasdottir,25 Institut for Akvatiske Ressourcer,https://kurser.dtu.dk/course/25810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,26000,General Chemistry,Almen kemi,5,Bachelor,Campus Lyngby,,Anton A. A. Autzen,26 Institut for Kemi,https://kurser.dtu.dk/course/26000,,,specialiseringskursus,,,,,,,,,,,,,,,tilvalgskurser,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,any,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,26002,Chemical Synthesis,Kemisk syntese,5,Bachelor,Campus Lyngby,,Martin Nielsen,26 Institut for Kemi,https://kurser.dtu.dk/course/26002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,26003,Chemical Synthesis,Kemisk syntese,5,Bachelor,Campus Lyngby,,Luca Laraia,26 Institut for Kemi,https://kurser.dtu.dk/course/26003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,26004,Chemical Synthesis,Kemisk syntese,5,Bachelor,Campus Lyngby,,Luca Laraia,26 Institut for Kemi,https://kurser.dtu.dk/course/26004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,26006,Inorganic Chemistry 1,Uorganisk kemi 1,5,Bachelor,Campus Lyngby,,Anders Riisager,26 Institut for Kemi,https://kurser.dtu.dk/course/26006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,26008,Exercises in Inorganic Chemistry,Øvelser i uorganisk kemi,2.5,Bachelor,Campus Lyngby,,Susanne Mossin,26 Institut for Kemi,https://kurser.dtu.dk/course/26008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,26010,Introductory Project in Chemistry,Kemisk fagprojekt,10,Bachelor,Campus Lyngby,"28001,26000",Esben Thormann,26 Institut for Kemi,https://kurser.dtu.dk/course/26010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,projekter og almene fag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,26026,Fundamental Chemistry,Grundlæggende kemi,5,Bachelor,Campus Lyngby,Unknown,David Aili,26 Institut for Kemi,https://kurser.dtu.dk/course/26026,,,,,,,,,,,,,,,,,,,,,,naturvidenskabeligt grundfag,,,naturvidenskabeligt grundfag,,,,,,,,naturvidenskabeligt grundfag,,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,26027,Fundamental Chemistry,Grundlæggende kemi,5,Bachelor,Campus Lyngby,Unknown,Poul Norby,26 Institut for Kemi,https://kurser.dtu.dk/course/26027,,,,,,,,,,,,,,,,,,tilvalgskurser,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,naturvidenskabeligt grundfag,,,,naturvidenskabeligt grundfag,,any,,naturvidenskabeligt grundfag,,,naturvidenskabeligt grundfag,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
